NumTree,QuestionId,Number_bridges_Of_Question_i,Gender,Age,Number_of_bridges,Delta_Learning_Minutes,depth,Accuracy,correct_model
3,3,4,Male,36,26,1.033333333,4,89,0
3,4,4,Male,36,26,1.033333333,4,89,1
3,5,4,Male,36,26,1.033333333,4,89,0
3,6,2,Male,36,26,1.033333333,4,89,1
3,7,3,Male,36,26,1.033333333,4,89,1
3,8,4,Male,36,26,1.033333333,4,89,0
3,9,3,Male,36,26,1.033333333,4,89,0
3,10,3,Male,36,26,1.033333333,4,89,0
3,11,3,Male,36,26,1.033333333,4,89,1
3,12,3,Male,36,26,1.033333333,4,89,1
3,1,3,Male,25,26,2.033333333,4,89,0
3,2,3,Male,25,26,2.033333333,4,89,1
3,3,4,Male,25,26,2.033333333,4,89,0
3,4,4,Male,25,26,2.033333333,4,89,1
3,5,4,Male,25,26,2.033333333,4,89,0
3,6,2,Male,25,26,2.033333333,4,89,1
3,7,3,Male,25,26,2.033333333,4,89,1
3,8,4,Male,25,26,2.033333333,4,89,1
3,9,3,Male,25,26,2.033333333,4,89,0
3,10,3,Male,25,26,2.033333333,4,89,1
3,11,3,Male,25,26,2.033333333,4,89,1
3,12,3,Male,25,26,2.033333333,4,89,1
3,1,3,Male,35,26,2.6,4,89,0
3,2,3,Male,35,26,2.6,4,89,0
3,3,4,Male,35,26,2.6,4,89,1
3,4,4,Male,35,26,2.6,4,89,1
3,5,4,Male,35,26,2.6,4,89,0
3,6,2,Male,35,26,2.6,4,89,1
3,7,3,Male,35,26,2.6,4,89,1
3,8,4,Male,35,26,2.6,4,89,0
3,9,3,Male,35,26,2.6,4,89,0
3,10,3,Male,35,26,2.6,4,89,1
3,11,3,Male,35,26,2.6,4,89,1
3,12,3,Male,35,26,2.6,4,89,0
3,1,3,Male,35,26,2.7,4,89,0
3,2,3,Male,35,26,2.7,4,89,1
3,3,4,Male,35,26,2.7,4,89,0
3,4,4,Male,35,26,2.7,4,89,1
3,5,4,Male,35,26,2.7,4,89,0
3,6,2,Male,35,26,2.7,4,89,1
3,7,3,Male,35,26,2.7,4,89,1
3,8,4,Male,35,26,2.7,4,89,1
3,9,3,Male,35,26,2.7,4,89,0
3,10,3,Male,35,26,2.7,4,89,1
3,11,3,Male,35,26,2.7,4,89,0
3,12,3,Male,35,26,2.7,4,89,0
3,1,3,Male,35,26,1.65,4,89,1
3,2,3,Male,35,26,1.65,4,89,1
3,3,4,Male,35,26,1.65,4,89,1
3,4,4,Male,35,26,1.65,4,89,0
3,5,4,Male,35,26,1.65,4,89,0
3,6,2,Male,35,26,1.65,4,89,0
3,7,3,Male,35,26,1.65,4,89,1
3,8,4,Male,35,26,1.65,4,89,0
3,9,3,Male,35,26,1.65,4,89,1
3,10,3,Male,35,26,1.65,4,89,1
3,11,3,Male,35,26,1.65,4,89,1
3,12,3,Male,35,26,1.65,4,89,0
3,1,3,Male,25,26,0.8,4,89,0
3,2,3,Male,25,26,0.8,4,89,1
3,3,4,Male,25,26,0.8,4,89,0
3,4,4,Male,25,26,0.8,4,89,1
3,5,4,Male,25,26,0.8,4,89,0
3,6,2,Male,25,26,0.8,4,89,0
3,7,3,Male,25,26,0.8,4,89,1
3,8,4,Male,25,26,0.8,4,89,1
3,9,3,Male,25,26,0.8,4,89,0
3,10,3,Male,25,26,0.8,4,89,1
3,11,3,Male,25,26,0.8,4,89,0
3,12,3,Male,25,26,0.8,4,89,1
3,1,3,Female,32,26,4.366666667,4,89,1
3,2,3,Female,32,26,4.366666667,4,89,0
3,3,4,Female,32,26,4.366666667,4,89,1
3,4,4,Female,32,26,4.366666667,4,89,0
3,5,4,Female,32,26,4.366666667,4,89,0
3,6,2,Female,32,26,4.366666667,4,89,1
3,7,3,Female,32,26,4.366666667,4,89,0
3,8,4,Female,32,26,4.366666667,4,89,1
3,9,3,Female,32,26,4.366666667,4,89,0
3,10,3,Female,32,26,4.366666667,4,89,1
3,11,3,Female,32,26,4.366666667,4,89,1
3,12,3,Female,32,26,4.366666667,4,89,0
3,1,3,Female,32,26,0.833333333,4,89,1
3,2,3,Female,32,26,0.833333333,4,89,1
3,3,4,Female,32,26,0.833333333,4,89,1
3,4,4,Female,32,26,0.833333333,4,89,1
3,5,4,Female,32,26,0.833333333,4,89,1
3,6,2,Female,32,26,0.833333333,4,89,0
3,7,3,Female,32,26,0.833333333,4,89,1
3,8,4,Female,32,26,0.833333333,4,89,1
3,9,3,Female,32,26,0.833333333,4,89,1
3,10,3,Female,32,26,0.833333333,4,89,0
3,11,3,Female,32,26,0.833333333,4,89,0
3,12,3,Female,32,26,0.833333333,4,89,0
3,1,3,Male,25,26,2.866666667,4,89,0
3,2,3,Male,25,26,2.866666667,4,89,1
3,3,4,Male,25,26,2.866666667,4,89,0
3,4,4,Male,25,26,2.866666667,4,89,1
3,5,4,Male,25,26,2.866666667,4,89,0
3,6,2,Male,25,26,2.866666667,4,89,1
3,7,3,Male,25,26,2.866666667,4,89,1
3,8,4,Male,25,26,2.866666667,4,89,1
3,9,3,Male,25,26,2.866666667,4,89,0
3,10,3,Male,25,26,2.866666667,4,89,1
3,11,3,Male,25,26,2.866666667,4,89,1
3,12,3,Male,25,26,2.866666667,4,89,1
3,1,3,Female,38,26,1.983333333,4,89,0
3,2,3,Female,38,26,1.983333333,4,89,0
3,3,4,Female,38,26,1.983333333,4,89,0
3,4,4,Female,38,26,1.983333333,4,89,1
3,5,4,Female,38,26,1.983333333,4,89,1
3,6,2,Female,38,26,1.983333333,4,89,0
3,7,3,Female,38,26,1.983333333,4,89,0
3,8,4,Female,38,26,1.983333333,4,89,0
3,9,3,Female,38,26,1.983333333,4,89,1
3,10,3,Female,38,26,1.983333333,4,89,1
3,11,3,Female,38,26,1.983333333,4,89,1
3,12,3,Female,38,26,1.983333333,4,89,1
3,1,3,Male,24,26,0.866666667,4,89,0
3,2,3,Male,24,26,0.866666667,4,89,1
3,3,4,Male,24,26,0.866666667,4,89,1
3,4,4,Male,24,26,0.866666667,4,89,1
3,5,4,Male,24,26,0.866666667,4,89,0
3,6,2,Male,24,26,0.866666667,4,89,1
3,7,3,Male,24,26,0.866666667,4,89,0
3,8,4,Male,24,26,0.866666667,4,89,0
3,9,3,Male,24,26,0.866666667,4,89,0
3,10,3,Male,24,26,0.866666667,4,89,0
3,11,3,Male,24,26,0.866666667,4,89,1
3,12,3,Male,24,26,0.866666667,4,89,0
4,1,1,Female,31,4,0.95,2,68,1
4,2,1,Female,31,4,0.95,2,68,1
4,3,2,Female,31,4,0.95,2,68,1
4,4,1,Female,31,4,0.95,2,68,1
4,5,1,Female,31,4,0.95,2,68,1
4,6,2,Female,31,4,0.95,2,68,0
4,7,1,Female,31,4,0.95,2,68,1
4,8,1,Female,31,4,0.95,2,68,1
4,9,2,Female,31,4,0.95,2,68,1
4,10,1,Female,31,4,0.95,2,68,1
4,11,2,Female,31,4,0.95,2,68,1
4,12,1,Female,31,4,0.95,2,68,1
4,1,1,Male,37,4,1.666666667,2,68,1
4,2,1,Male,37,4,1.666666667,2,68,1
4,3,2,Male,37,4,1.666666667,2,68,1
4,4,1,Male,37,4,1.666666667,2,68,1
4,5,1,Male,37,4,1.666666667,2,68,1
4,6,2,Male,37,4,1.666666667,2,68,1
4,7,1,Male,37,4,1.666666667,2,68,1
4,8,1,Male,37,4,1.666666667,2,68,1
4,9,2,Male,37,4,1.666666667,2,68,1
4,10,1,Male,37,4,1.666666667,2,68,1
4,11,2,Male,37,4,1.666666667,2,68,1
4,12,1,Male,37,4,1.666666667,2,68,1
4,1,1,Male,30,4,0.416666667,2,68,1
4,2,1,Male,30,4,0.416666667,2,68,1
4,3,2,Male,30,4,0.416666667,2,68,0
4,4,1,Male,30,4,0.416666667,2,68,0
4,5,1,Male,30,4,0.416666667,2,68,1
4,6,2,Male,30,4,0.416666667,2,68,1
4,7,1,Male,30,4,0.416666667,2,68,1
4,8,1,Male,30,4,0.416666667,2,68,1
4,9,2,Male,30,4,0.416666667,2,68,0
4,10,1,Male,30,4,0.416666667,2,68,0
4,11,2,Male,30,4,0.416666667,2,68,0
4,12,1,Male,30,4,0.416666667,2,68,0
4,1,1,Male,40,4,1.166666667,2,68,1
4,2,1,Male,40,4,1.166666667,2,68,1
4,3,2,Male,40,4,1.166666667,2,68,1
4,4,1,Male,40,4,1.166666667,2,68,1
4,5,1,Male,40,4,1.166666667,2,68,1
4,6,2,Male,40,4,1.166666667,2,68,1
4,7,1,Male,40,4,1.166666667,2,68,1
4,8,1,Male,40,4,1.166666667,2,68,1
4,9,2,Male,40,4,1.166666667,2,68,1
4,10,1,Male,40,4,1.166666667,2,68,1
4,11,2,Male,40,4,1.166666667,2,68,1
4,12,1,Male,40,4,1.166666667,2,68,1
4,1,1,Female,52,4,1.266666667,2,68,1
4,2,1,Female,52,4,1.266666667,2,68,1
4,3,2,Female,52,4,1.266666667,2,68,1
4,4,1,Female,52,4,1.266666667,2,68,1
4,5,1,Female,52,4,1.266666667,2,68,1
4,6,2,Female,52,4,1.266666667,2,68,1
4,7,1,Female,52,4,1.266666667,2,68,1
4,8,1,Female,52,4,1.266666667,2,68,1
4,9,2,Female,52,4,1.266666667,2,68,1
4,10,1,Female,52,4,1.266666667,2,68,1
4,11,2,Female,52,4,1.266666667,2,68,1
4,12,1,Female,52,4,1.266666667,2,68,1
4,1,1,Female,40,4,1.966666667,2,68,1
4,2,1,Female,40,4,1.966666667,2,68,1
4,3,2,Female,40,4,1.966666667,2,68,0
4,4,1,Female,40,4,1.966666667,2,68,1
4,5,1,Female,40,4,1.966666667,2,68,1
4,6,2,Female,40,4,1.966666667,2,68,0
4,7,1,Female,40,4,1.966666667,2,68,1
4,8,1,Female,40,4,1.966666667,2,68,1
4,9,2,Female,40,4,1.966666667,2,68,0
4,10,1,Female,40,4,1.966666667,2,68,1
4,11,2,Female,40,4,1.966666667,2,68,0
4,12,1,Female,40,4,1.966666667,2,68,1
4,1,1,Female,55,4,0.716666667,2,68,1
4,2,1,Female,55,4,0.716666667,2,68,1
4,3,2,Female,55,4,0.716666667,2,68,1
4,4,1,Female,55,4,0.716666667,2,68,1
4,5,1,Female,55,4,0.716666667,2,68,1
4,6,2,Female,55,4,0.716666667,2,68,0
4,7,1,Female,55,4,0.716666667,2,68,1
4,8,1,Female,55,4,0.716666667,2,68,1
4,9,2,Female,55,4,0.716666667,2,68,1
4,10,1,Female,55,4,0.716666667,2,68,1
4,11,2,Female,55,4,0.716666667,2,68,1
4,12,1,Female,55,4,0.716666667,2,68,1
4,1,1,Female,37,4,1.316666667,2,68,1
4,2,1,Female,37,4,1.316666667,2,68,0
4,3,2,Female,37,4,1.316666667,2,68,1
4,4,1,Female,37,4,1.316666667,2,68,0
4,5,1,Female,37,4,1.316666667,2,68,1
4,6,2,Female,37,4,1.316666667,2,68,0
4,7,1,Female,37,4,1.316666667,2,68,1
4,8,1,Female,37,4,1.316666667,2,68,0
4,9,2,Female,37,4,1.316666667,2,68,0
4,10,1,Female,37,4,1.316666667,2,68,1
4,11,2,Female,37,4,1.316666667,2,68,1
4,12,1,Female,37,4,1.316666667,2,68,1
4,1,1,Female,63,4,0.5,2,68,1
4,2,1,Female,63,4,0.5,2,68,1
4,3,2,Female,63,4,0.5,2,68,1
4,4,1,Female,63,4,0.5,2,68,1
4,5,1,Female,63,4,0.5,2,68,1
4,6,2,Female,63,4,0.5,2,68,0
4,7,1,Female,63,4,0.5,2,68,1
4,8,1,Female,63,4,0.5,2,68,1
4,9,2,Female,63,4,0.5,2,68,1
4,10,1,Female,63,4,0.5,2,68,1
4,11,2,Female,63,4,0.5,2,68,1
4,12,1,Female,63,4,0.5,2,68,1
4,1,1,Female,30,4,2.65,2,68,1
4,2,1,Female,30,4,2.65,2,68,1
4,3,2,Female,30,4,2.65,2,68,1
4,4,1,Female,30,4,2.65,2,68,1
4,5,1,Female,30,4,2.65,2,68,1
4,6,2,Female,30,4,2.65,2,68,1
4,7,1,Female,30,4,2.65,2,68,1
4,8,1,Female,30,4,2.65,2,68,0
4,9,2,Female,30,4,2.65,2,68,0
4,10,1,Female,30,4,2.65,2,68,1
4,11,2,Female,30,4,2.65,2,68,1
4,12,1,Female,30,4,2.65,2,68,1
4,1,1,Male,36,4,1.3,2,68,1
4,2,1,Male,36,4,1.3,2,68,1
4,3,2,Male,36,4,1.3,2,68,1
4,4,1,Male,36,4,1.3,2,68,1
4,5,1,Male,36,4,1.3,2,68,1
4,6,2,Male,36,4,1.3,2,68,1
4,7,1,Male,36,4,1.3,2,68,0
4,8,1,Male,36,4,1.3,2,68,0
4,9,2,Male,36,4,1.3,2,68,0
4,10,1,Male,36,4,1.3,2,68,1
4,11,2,Male,36,4,1.3,2,68,1
4,12,1,Male,36,4,1.3,2,68,0
4,1,1,Male,29,4,2.366666667,2,68,1
4,2,1,Male,29,4,2.366666667,2,68,1
4,3,2,Male,29,4,2.366666667,2,68,1
4,4,1,Male,29,4,2.366666667,2,68,0
4,5,1,Male,29,4,2.366666667,2,68,1
4,6,2,Male,29,4,2.366666667,2,68,0
4,7,1,Male,29,4,2.366666667,2,68,1
4,8,1,Male,29,4,2.366666667,2,68,0
4,9,2,Male,29,4,2.366666667,2,68,1
4,10,1,Male,29,4,2.366666667,2,68,1
4,11,2,Male,29,4,2.366666667,2,68,1
4,12,1,Male,29,4,2.366666667,2,68,1
4,1,1,Male,41,4,2.933333333,2,68,1
4,2,1,Male,41,4,2.933333333,2,68,1
4,3,2,Male,41,4,2.933333333,2,68,1
4,4,1,Male,41,4,2.933333333,2,68,1
4,5,1,Male,41,4,2.933333333,2,68,1
4,6,2,Male,41,4,2.933333333,2,68,1
4,7,1,Male,41,4,2.933333333,2,68,1
4,8,1,Male,41,4,2.933333333,2,68,1
4,9,2,Male,41,4,2.933333333,2,68,1
4,10,1,Male,41,4,2.933333333,2,68,1
4,11,2,Male,41,4,2.933333333,2,68,1
4,12,1,Male,41,4,2.933333333,2,68,1
4,1,1,Female,43,4,1.166666667,2,68,1
4,2,1,Female,43,4,1.166666667,2,68,1
4,3,2,Female,43,4,1.166666667,2,68,1
4,4,1,Female,43,4,1.166666667,2,68,1
4,5,1,Female,43,4,1.166666667,2,68,1
4,6,2,Female,43,4,1.166666667,2,68,1
4,7,1,Female,43,4,1.166666667,2,68,1
4,8,1,Female,43,4,1.166666667,2,68,1
4,9,2,Female,43,4,1.166666667,2,68,1
4,10,1,Female,43,4,1.166666667,2,68,1
4,11,2,Female,43,4,1.166666667,2,68,1
4,12,1,Female,43,4,1.166666667,2,68,1
4,1,1,Female,37,4,1.2,2,68,1
4,2,1,Female,37,4,1.2,2,68,1
4,3,2,Female,37,4,1.2,2,68,0
4,4,1,Female,37,4,1.2,2,68,0
4,5,1,Female,37,4,1.2,2,68,1
4,6,2,Female,37,4,1.2,2,68,1
4,7,1,Female,37,4,1.2,2,68,0
4,8,1,Female,37,4,1.2,2,68,0
4,9,2,Female,37,4,1.2,2,68,1
4,10,1,Female,37,4,1.2,2,68,0
4,11,2,Female,37,4,1.2,2,68,0
4,12,1,Female,37,4,1.2,2,68,1
4,1,1,Male,29,4,1.15,2,68,1
4,2,1,Male,29,4,1.15,2,68,1
4,3,2,Male,29,4,1.15,2,68,0
4,4,1,Male,29,4,1.15,2,68,1
4,5,1,Male,29,4,1.15,2,68,1
4,6,2,Male,29,4,1.15,2,68,1
4,7,1,Male,29,4,1.15,2,68,1
4,8,1,Male,29,4,1.15,2,68,0
4,9,2,Male,29,4,1.15,2,68,0
4,10,1,Male,29,4,1.15,2,68,1
4,11,2,Male,29,4,1.15,2,68,1
4,12,1,Male,29,4,1.15,2,68,0
4,1,1,Male,24,4,0.766666667,2,68,0
4,2,1,Male,24,4,0.766666667,2,68,1
4,3,2,Male,24,4,0.766666667,2,68,1
4,4,1,Male,24,4,0.766666667,2,68,0
4,5,1,Male,24,4,0.766666667,2,68,1
4,6,2,Male,24,4,0.766666667,2,68,1
4,7,1,Male,24,4,0.766666667,2,68,0
4,8,1,Male,24,4,0.766666667,2,68,0
4,9,2,Male,24,4,0.766666667,2,68,0
4,10,1,Male,24,4,0.766666667,2,68,1
4,11,2,Male,24,4,0.766666667,2,68,0
4,12,1,Male,24,4,0.766666667,2,68,1
4,1,1,Male,29,4,3.05,2,68,1
4,2,1,Male,29,4,3.05,2,68,1
4,3,2,Male,29,4,3.05,2,68,1
4,4,1,Male,29,4,3.05,2,68,0
4,5,1,Male,29,4,3.05,2,68,1
4,6,2,Male,29,4,3.05,2,68,0
4,7,1,Male,29,4,3.05,2,68,1
4,8,1,Male,29,4,3.05,2,68,0
4,9,2,Male,29,4,3.05,2,68,1
4,10,1,Male,29,4,3.05,2,68,0
4,11,2,Male,29,4,3.05,2,68,1
4,12,1,Male,29,4,3.05,2,68,0
4,1,1,Male,43,4,4.216666667,2,68,1
4,2,1,Male,43,4,4.216666667,2,68,1
4,3,2,Male,43,4,4.216666667,2,68,1
4,4,1,Male,43,4,4.216666667,2,68,1
4,5,1,Male,43,4,4.216666667,2,68,1
4,6,2,Male,43,4,4.216666667,2,68,1
4,7,1,Male,43,4,4.216666667,2,68,1
4,8,1,Male,43,4,4.216666667,2,68,1
4,9,2,Male,43,4,4.216666667,2,68,1
4,10,1,Male,43,4,4.216666667,2,68,1
4,11,2,Male,43,4,4.216666667,2,68,1
4,12,1,Male,43,4,4.216666667,2,68,1
4,1,1,Male,30,4,0.733333333,2,68,1
4,2,1,Male,30,4,0.733333333,2,68,0
4,3,2,Male,30,4,0.733333333,2,68,1
4,4,1,Male,30,4,0.733333333,2,68,0
4,5,1,Male,30,4,0.733333333,2,68,1
4,6,2,Male,30,4,0.733333333,2,68,1
4,7,1,Male,30,4,0.733333333,2,68,1
4,8,1,Male,30,4,0.733333333,2,68,0
4,9,2,Male,30,4,0.733333333,2,68,0
4,10,1,Male,30,4,0.733333333,2,68,1
4,11,2,Male,30,4,0.733333333,2,68,1
4,12,1,Male,30,4,0.733333333,2,68,0
5,1,2,Female,58,5,2.583333333,2,75,0
5,2,2,Female,58,5,2.583333333,2,75,1
5,3,1,Female,58,5,2.583333333,2,75,1
5,4,2,Female,58,5,2.583333333,2,75,0
5,5,2,Female,58,5,2.583333333,2,75,0
5,6,1,Female,58,5,2.583333333,2,75,1
5,7,2,Female,58,5,2.583333333,2,75,0
5,8,2,Female,58,5,2.583333333,2,75,1
5,9,1,Female,58,5,2.583333333,2,75,1
5,10,2,Female,58,5,2.583333333,2,75,0
5,11,1,Female,58,5,2.583333333,2,75,0
5,12,2,Female,58,5,2.583333333,2,75,0
5,1,2,Male,30,5,0.433333333,2,75,0
5,2,2,Male,30,5,0.433333333,2,75,1
5,3,1,Male,30,5,0.433333333,2,75,1
5,4,2,Male,30,5,0.433333333,2,75,0
5,5,2,Male,30,5,0.433333333,2,75,0
5,6,1,Male,30,5,0.433333333,2,75,1
5,7,2,Male,30,5,0.433333333,2,75,0
5,8,2,Male,30,5,0.433333333,2,75,1
5,9,1,Male,30,5,0.433333333,2,75,1
5,10,2,Male,30,5,0.433333333,2,75,0
5,11,1,Male,30,5,0.433333333,2,75,1
5,12,2,Male,30,5,0.433333333,2,75,0
5,1,2,Male,42,5,1.383333333,2,75,0
5,2,2,Male,42,5,1.383333333,2,75,1
5,3,1,Male,42,5,1.383333333,2,75,1
5,4,2,Male,42,5,1.383333333,2,75,1
5,5,2,Male,42,5,1.383333333,2,75,0
5,6,1,Male,42,5,1.383333333,2,75,1
5,7,2,Male,42,5,1.383333333,2,75,0
5,8,2,Male,42,5,1.383333333,2,75,1
5,9,1,Male,42,5,1.383333333,2,75,1
5,10,2,Male,42,5,1.383333333,2,75,0
5,11,1,Male,42,5,1.383333333,2,75,0
5,12,2,Male,42,5,1.383333333,2,75,0
5,1,2,Male,35,5,1.416666667,2,75,1
5,2,2,Male,35,5,1.416666667,2,75,0
5,3,1,Male,35,5,1.416666667,2,75,1
5,4,2,Male,35,5,1.416666667,2,75,1
5,5,2,Male,35,5,1.416666667,2,75,1
5,6,1,Male,35,5,1.416666667,2,75,1
5,7,2,Male,35,5,1.416666667,2,75,1
5,8,2,Male,35,5,1.416666667,2,75,1
5,9,1,Male,35,5,1.416666667,2,75,1
5,10,2,Male,35,5,1.416666667,2,75,1
5,11,1,Male,35,5,1.416666667,2,75,1
5,12,2,Male,35,5,1.416666667,2,75,1
5,1,2,Male,32,5,2.583333333,2,75,1
5,2,2,Male,32,5,2.583333333,2,75,1
5,3,1,Male,32,5,2.583333333,2,75,1
5,4,2,Male,32,5,2.583333333,2,75,1
5,5,2,Male,32,5,2.583333333,2,75,1
5,6,1,Male,32,5,2.583333333,2,75,1
5,7,2,Male,32,5,2.583333333,2,75,1
5,8,2,Male,32,5,2.583333333,2,75,1
5,9,1,Male,32,5,2.583333333,2,75,1
5,10,2,Male,32,5,2.583333333,2,75,1
5,11,1,Male,32,5,2.583333333,2,75,1
5,12,2,Male,32,5,2.583333333,2,75,1
5,1,2,Female,44,5,1.016666667,2,75,0
5,2,2,Female,44,5,1.016666667,2,75,1
5,3,1,Female,44,5,1.016666667,2,75,1
5,4,2,Female,44,5,1.016666667,2,75,1
5,5,2,Female,44,5,1.016666667,2,75,1
5,6,1,Female,44,5,1.016666667,2,75,1
5,7,2,Female,44,5,1.016666667,2,75,1
5,8,2,Female,44,5,1.016666667,2,75,1
5,9,1,Female,44,5,1.016666667,2,75,1
5,10,2,Female,44,5,1.016666667,2,75,0
5,11,1,Female,44,5,1.016666667,2,75,1
5,12,2,Female,44,5,1.016666667,2,75,1
5,1,2,Female,35,5,1.833333333,2,75,0
5,2,2,Female,35,5,1.833333333,2,75,1
5,3,1,Female,35,5,1.833333333,2,75,1
5,4,2,Female,35,5,1.833333333,2,75,1
5,5,2,Female,35,5,1.833333333,2,75,1
5,6,1,Female,35,5,1.833333333,2,75,1
5,7,2,Female,35,5,1.833333333,2,75,1
5,8,2,Female,35,5,1.833333333,2,75,1
5,9,1,Female,35,5,1.833333333,2,75,1
5,10,2,Female,35,5,1.833333333,2,75,0
5,11,1,Female,35,5,1.833333333,2,75,1
5,12,2,Female,35,5,1.833333333,2,75,1
5,1,2,Female,35,5,2.583333333,2,75,0
5,2,2,Female,35,5,2.583333333,2,75,1
5,3,1,Female,35,5,2.583333333,2,75,1
5,4,2,Female,35,5,2.583333333,2,75,1
5,5,2,Female,35,5,2.583333333,2,75,1
5,6,1,Female,35,5,2.583333333,2,75,1
5,7,2,Female,35,5,2.583333333,2,75,1
5,8,2,Female,35,5,2.583333333,2,75,1
5,9,1,Female,35,5,2.583333333,2,75,1
5,10,2,Female,35,5,2.583333333,2,75,0
5,11,1,Female,35,5,2.583333333,2,75,1
5,12,2,Female,35,5,2.583333333,2,75,1
5,1,2,Male,30,5,2.083333333,2,75,0
5,2,2,Male,30,5,2.083333333,2,75,1
5,3,1,Male,30,5,2.083333333,2,75,1
5,4,2,Male,30,5,2.083333333,2,75,0
5,5,2,Male,30,5,2.083333333,2,75,1
5,6,1,Male,30,5,2.083333333,2,75,1
5,7,2,Male,30,5,2.083333333,2,75,0
5,8,2,Male,30,5,2.083333333,2,75,1
5,9,1,Male,30,5,2.083333333,2,75,1
5,10,2,Male,30,5,2.083333333,2,75,0
5,11,1,Male,30,5,2.083333333,2,75,0
5,12,2,Male,30,5,2.083333333,2,75,1
5,1,2,Female,30,5,1.616666667,2,75,1
5,2,2,Female,30,5,1.616666667,2,75,1
5,3,1,Female,30,5,1.616666667,2,75,1
5,4,2,Female,30,5,1.616666667,2,75,1
5,5,2,Female,30,5,1.616666667,2,75,1
5,6,1,Female,30,5,1.616666667,2,75,1
5,7,2,Female,30,5,1.616666667,2,75,1
5,8,2,Female,30,5,1.616666667,2,75,1
5,9,1,Female,30,5,1.616666667,2,75,1
5,10,2,Female,30,5,1.616666667,2,75,1
5,11,1,Female,30,5,1.616666667,2,75,1
5,12,2,Female,30,5,1.616666667,2,75,1
5,1,2,Female,30,5,1.483333333,2,75,1
5,2,2,Female,30,5,1.483333333,2,75,1
5,3,1,Female,30,5,1.483333333,2,75,0
5,4,2,Female,30,5,1.483333333,2,75,1
5,5,2,Female,30,5,1.483333333,2,75,1
5,6,1,Female,30,5,1.483333333,2,75,1
5,7,2,Female,30,5,1.483333333,2,75,1
5,8,2,Female,30,5,1.483333333,2,75,1
5,9,1,Female,30,5,1.483333333,2,75,1
5,10,2,Female,30,5,1.483333333,2,75,1
5,11,1,Female,30,5,1.483333333,2,75,1
5,12,2,Female,30,5,1.483333333,2,75,1
5,1,2,Male,32,5,1.866666667,2,75,1
5,2,2,Male,32,5,1.866666667,2,75,1
5,3,1,Male,32,5,1.866666667,2,75,1
5,4,2,Male,32,5,1.866666667,2,75,1
5,5,2,Male,32,5,1.866666667,2,75,1
5,6,1,Male,32,5,1.866666667,2,75,1
5,7,2,Male,32,5,1.866666667,2,75,1
5,8,2,Male,32,5,1.866666667,2,75,1
5,9,1,Male,32,5,1.866666667,2,75,1
5,10,2,Male,32,5,1.866666667,2,75,1
5,11,1,Male,32,5,1.866666667,2,75,1
5,12,2,Male,32,5,1.866666667,2,75,1
3,1,3,Female,33,26,2.783333333,4,89,1
3,2,3,Female,33,26,2.783333333,4,89,1
3,3,4,Female,33,26,2.783333333,4,89,1
3,4,4,Female,33,26,2.783333333,4,89,1
3,5,4,Female,33,26,2.783333333,4,89,1
3,6,2,Female,33,26,2.783333333,4,89,1
3,7,3,Female,33,26,2.783333333,4,89,1
3,8,4,Female,33,26,2.783333333,4,89,1
3,9,3,Female,33,26,2.783333333,4,89,1
3,10,3,Female,33,26,2.783333333,4,89,1
3,11,3,Female,33,26,2.783333333,4,89,1
3,12,3,Female,33,26,2.783333333,4,89,1
3,1,3,Male,25,26,1.316666667,4,89,1
3,2,3,Male,25,26,1.316666667,4,89,0
3,3,4,Male,25,26,1.316666667,4,89,1
3,4,4,Male,25,26,1.316666667,4,89,1
3,5,4,Male,25,26,1.316666667,4,89,1
3,6,2,Male,25,26,1.316666667,4,89,1
3,7,3,Male,25,26,1.316666667,4,89,1
3,8,4,Male,25,26,1.316666667,4,89,0
3,9,3,Male,25,26,1.316666667,4,89,1
3,10,3,Male,25,26,1.316666667,4,89,1
3,11,3,Male,25,26,1.316666667,4,89,0
3,12,3,Male,25,26,1.316666667,4,89,1
3,1,3,Female,35,26,0.666666667,4,89,0
3,2,3,Female,35,26,0.666666667,4,89,0
3,3,4,Female,35,26,0.666666667,4,89,1
3,4,4,Female,35,26,0.666666667,4,89,1
3,5,4,Female,35,26,0.666666667,4,89,0
3,6,2,Female,35,26,0.666666667,4,89,0
3,7,3,Female,35,26,0.666666667,4,89,1
3,8,4,Female,35,26,0.666666667,4,89,1
3,9,3,Female,35,26,0.666666667,4,89,0
3,10,3,Female,35,26,0.666666667,4,89,1
3,11,3,Female,35,26,0.666666667,4,89,1
3,12,3,Female,35,26,0.666666667,4,89,1
2,1,2,Female,45,7,2.783333333,2,80,1
2,2,2,Female,45,7,2.783333333,2,80,1
2,3,2,Female,45,7,2.783333333,2,80,1
2,4,2,Female,45,7,2.783333333,2,80,1
2,5,2,Female,45,7,2.783333333,2,80,1
2,6,2,Female,45,7,2.783333333,2,80,1
2,7,2,Female,45,7,2.783333333,2,80,1
2,8,2,Female,45,7,2.783333333,2,80,1
2,9,2,Female,45,7,2.783333333,2,80,1
2,10,2,Female,45,7,2.783333333,2,80,0
2,11,2,Female,45,7,2.783333333,2,80,1
2,12,2,Female,45,7,2.783333333,2,80,0
2,1,2,Male,28,7,1.466666667,2,80,0
2,2,2,Male,28,7,1.466666667,2,80,1
2,3,2,Male,28,7,1.466666667,2,80,1
2,4,2,Male,28,7,1.466666667,2,80,1
2,5,2,Male,28,7,1.466666667,2,80,1
