NumTree,QuestionId,Number_bridges_Of_Question_i,Gender,Age,Number_of_bridges,Delta_Learning_Minutes,depth,Accuracy,correct_model
2,6,2,Male,28,7,1.466666667,2,80,0
2,7,2,Male,28,7,1.466666667,2,80,1
2,8,2,Male,28,7,1.466666667,2,80,1
2,9,2,Male,28,7,1.466666667,2,80,1
2,10,2,Male,28,7,1.466666667,2,80,0
2,11,2,Male,28,7,1.466666667,2,80,1
2,12,2,Male,28,7,1.466666667,2,80,1
2,1,2,Male,34,7,0.766666667,2,80,1
2,2,2,Male,34,7,0.766666667,2,80,1
2,3,2,Male,34,7,0.766666667,2,80,0
2,4,2,Male,34,7,0.766666667,2,80,1
2,5,2,Male,34,7,0.766666667,2,80,1
2,6,2,Male,34,7,0.766666667,2,80,1
2,7,2,Male,34,7,0.766666667,2,80,1
2,8,2,Male,34,7,0.766666667,2,80,1
2,9,2,Male,34,7,0.766666667,2,80,1
2,10,2,Male,34,7,0.766666667,2,80,1
2,11,2,Male,34,7,0.766666667,2,80,1
2,12,2,Male,34,7,0.766666667,2,80,1
2,1,2,Male,48,7,2.7,2,80,1
2,2,2,Male,48,7,2.7,2,80,1
2,3,2,Male,48,7,2.7,2,80,0
2,4,2,Male,48,7,2.7,2,80,0
2,5,2,Male,48,7,2.7,2,80,1
2,6,2,Male,48,7,2.7,2,80,1
2,7,2,Male,48,7,2.7,2,80,1
2,8,2,Male,48,7,2.7,2,80,1
2,9,2,Male,48,7,2.7,2,80,0
2,10,2,Male,48,7,2.7,2,80,0
2,11,2,Male,48,7,2.7,2,80,0
2,12,2,Male,48,7,2.7,2,80,0
2,1,2,Male,77,7,4.1,2,80,1
2,2,2,Male,77,7,4.1,2,80,1
2,3,2,Male,77,7,4.1,2,80,1
2,4,2,Male,77,7,4.1,2,80,1
2,5,2,Male,77,7,4.1,2,80,1
2,6,2,Male,77,7,4.1,2,80,1
2,7,2,Male,77,7,4.1,2,80,1
2,8,2,Male,77,7,4.1,2,80,1
2,9,2,Male,77,7,4.1,2,80,1
2,10,2,Male,77,7,4.1,2,80,0
2,11,2,Male,77,7,4.1,2,80,0
2,12,2,Male,77,7,4.1,2,80,0
2,1,2,Male,34,7,1.083333333,2,80,1
2,2,2,Male,34,7,1.083333333,2,80,1
2,3,2,Male,34,7,1.083333333,2,80,1
2,4,2,Male,34,7,1.083333333,2,80,1
2,5,2,Male,34,7,1.083333333,2,80,1
2,6,2,Male,34,7,1.083333333,2,80,1
2,7,2,Male,34,7,1.083333333,2,80,1
2,8,2,Male,34,7,1.083333333,2,80,1
2,9,2,Male,34,7,1.083333333,2,80,1
2,10,2,Male,34,7,1.083333333,2,80,1
2,11,2,Male,34,7,1.083333333,2,80,1
2,12,2,Male,34,7,1.083333333,2,80,1
2,1,2,Male,25,7,1.416666667,2,80,1
2,2,2,Male,25,7,1.416666667,2,80,1
2,3,2,Male,25,7,1.416666667,2,80,1
2,4,2,Male,25,7,1.416666667,2,80,1
2,5,2,Male,25,7,1.416666667,2,80,1
2,6,2,Male,25,7,1.416666667,2,80,1
2,7,2,Male,25,7,1.416666667,2,80,1
2,8,2,Male,25,7,1.416666667,2,80,1
2,9,2,Male,25,7,1.416666667,2,80,1
2,10,2,Male,25,7,1.416666667,2,80,1
2,11,2,Male,25,7,1.416666667,2,80,1
2,12,2,Male,25,7,1.416666667,2,80,0
2,1,2,Female,69,7,3.016666667,2,80,1
2,2,2,Female,69,7,3.016666667,2,80,1
2,3,2,Female,69,7,3.016666667,2,80,1
2,4,2,Female,69,7,3.016666667,2,80,1
2,5,2,Female,69,7,3.016666667,2,80,1
2,6,2,Female,69,7,3.016666667,2,80,1
2,7,2,Female,69,7,3.016666667,2,80,1
2,8,2,Female,69,7,3.016666667,2,80,1
2,9,2,Female,69,7,3.016666667,2,80,1
2,10,2,Female,69,7,3.016666667,2,80,1
2,11,2,Female,69,7,3.016666667,2,80,1
2,12,2,Female,69,7,3.016666667,2,80,1
2,1,2,Female,26,7,0.416666667,2,80,1
2,2,2,Female,26,7,0.416666667,2,80,1
2,3,2,Female,26,7,0.416666667,2,80,1
2,4,2,Female,26,7,0.416666667,2,80,1
2,5,2,Female,26,7,0.416666667,2,80,1
2,6,2,Female,26,7,0.416666667,2,80,0
2,7,2,Female,26,7,0.416666667,2,80,1
2,8,2,Female,26,7,0.416666667,2,80,0
2,9,2,Female,26,7,0.416666667,2,80,0
2,10,2,Female,26,7,0.416666667,2,80,0
2,11,2,Female,26,7,0.416666667,2,80,1
2,12,2,Female,26,7,0.416666667,2,80,0
2,1,2,Female,33,7,0.433333333,2,80,0
2,2,2,Female,33,7,0.433333333,2,80,1
2,3,2,Female,33,7,0.433333333,2,80,1
2,4,2,Female,33,7,0.433333333,2,80,1
2,5,2,Female,33,7,0.433333333,2,80,0
2,6,2,Female,33,7,0.433333333,2,80,0
2,7,2,Female,33,7,0.433333333,2,80,0
2,8,2,Female,33,7,0.433333333,2,80,1
2,9,2,Female,33,7,0.433333333,2,80,1
2,10,2,Female,33,7,0.433333333,2,80,0
2,11,2,Female,33,7,0.433333333,2,80,1
2,12,2,Female,33,7,0.433333333,2,80,1
2,1,2,Female,45,7,0.666666667,2,80,0
2,2,2,Female,45,7,0.666666667,2,80,1
2,3,2,Female,45,7,0.666666667,2,80,1
2,4,2,Female,45,7,0.666666667,2,80,1
2,5,2,Female,45,7,0.666666667,2,80,1
2,6,2,Female,45,7,0.666666667,2,80,0
2,7,2,Female,45,7,0.666666667,2,80,1
2,8,2,Female,45,7,0.666666667,2,80,1
2,9,2,Female,45,7,0.666666667,2,80,1
2,10,2,Female,45,7,0.666666667,2,80,0
2,11,2,Female,45,7,0.666666667,2,80,1
2,12,2,Female,45,7,0.666666667,2,80,1
2,1,2,Female,56,7,2.15,2,80,0
2,2,2,Female,56,7,2.15,2,80,1
2,3,2,Female,56,7,2.15,2,80,1
2,4,2,Female,56,7,2.15,2,80,1
2,5,2,Female,56,7,2.15,2,80,0
2,6,2,Female,56,7,2.15,2,80,0
2,7,2,Female,56,7,2.15,2,80,1
2,8,2,Female,56,7,2.15,2,80,0
2,9,2,Female,56,7,2.15,2,80,0
2,10,2,Female,56,7,2.15,2,80,1
2,11,2,Female,56,7,2.15,2,80,1
2,12,2,Female,56,7,2.15,2,80,1
2,1,2,Male,47,7,3.033333333,2,80,1
2,2,2,Male,47,7,3.033333333,2,80,1
2,3,2,Male,47,7,3.033333333,2,80,1
2,4,2,Male,47,7,3.033333333,2,80,1
2,5,2,Male,47,7,3.033333333,2,80,1
2,6,2,Male,47,7,3.033333333,2,80,1
2,7,2,Male,47,7,3.033333333,2,80,1
2,8,2,Male,47,7,3.033333333,2,80,1
2,9,2,Male,47,7,3.033333333,2,80,1
2,10,2,Male,47,7,3.033333333,2,80,1
2,11,2,Male,47,7,3.033333333,2,80,1
2,12,2,Male,47,7,3.033333333,2,80,1
2,1,2,Female,30,7,1.683333333,2,80,1
2,2,2,Female,30,7,1.683333333,2,80,1
2,3,2,Female,30,7,1.683333333,2,80,1
2,4,2,Female,30,7,1.683333333,2,80,1
2,5,2,Female,30,7,1.683333333,2,80,1
2,6,2,Female,30,7,1.683333333,2,80,1
2,7,2,Female,30,7,1.683333333,2,80,1
2,8,2,Female,30,7,1.683333333,2,80,1
2,9,2,Female,30,7,1.683333333,2,80,1
2,10,2,Female,30,7,1.683333333,2,80,0
2,11,2,Female,30,7,1.683333333,2,80,1
2,12,2,Female,30,7,1.683333333,2,80,1
2,1,2,Male,58,7,0.566666667,2,80,0
2,2,2,Male,58,7,0.566666667,2,80,0
2,3,2,Male,58,7,0.566666667,2,80,1
2,4,2,Male,58,7,0.566666667,2,80,1
2,5,2,Male,58,7,0.566666667,2,80,0
2,6,2,Male,58,7,0.566666667,2,80,0
2,7,2,Male,58,7,0.566666667,2,80,1
2,8,2,Male,58,7,0.566666667,2,80,1
2,9,2,Male,58,7,0.566666667,2,80,1
2,10,2,Male,58,7,0.566666667,2,80,1
2,11,2,Male,58,7,0.566666667,2,80,1
2,12,2,Male,58,7,0.566666667,2,80,1
2,1,2,Male,38,7,1.883333333,2,80,1
2,2,2,Male,38,7,1.883333333,2,80,1
2,3,2,Male,38,7,1.883333333,2,80,1
2,4,2,Male,38,7,1.883333333,2,80,1
2,5,2,Male,38,7,1.883333333,2,80,1
2,6,2,Male,38,7,1.883333333,2,80,1
2,7,2,Male,38,7,1.883333333,2,80,1
2,8,2,Male,38,7,1.883333333,2,80,1
2,9,2,Male,38,7,1.883333333,2,80,1
2,10,2,Male,38,7,1.883333333,2,80,1
2,11,2,Male,38,7,1.883333333,2,80,1
2,12,2,Male,38,7,1.883333333,2,80,1
2,1,2,Male,58,7,0.75,2,80,1
2,2,2,Male,58,7,0.75,2,80,1
2,3,2,Male,58,7,0.75,2,80,1
2,4,2,Male,58,7,0.75,2,80,1
2,5,2,Male,58,7,0.75,2,80,0
2,6,2,Male,58,7,0.75,2,80,0
2,7,2,Male,58,7,0.75,2,80,1
2,8,2,Male,58,7,0.75,2,80,1
2,9,2,Male,58,7,0.75,2,80,0
2,10,2,Male,58,7,0.75,2,80,0
2,11,2,Male,58,7,0.75,2,80,0
2,12,2,Male,58,7,0.75,2,80,1
2,1,2,Male,42,7,2.766666667,2,80,1
2,2,2,Male,42,7,2.766666667,2,80,1
2,3,2,Male,42,7,2.766666667,2,80,1
2,4,2,Male,42,7,2.766666667,2,80,1
2,5,2,Male,42,7,2.766666667,2,80,1
2,6,2,Male,42,7,2.766666667,2,80,1
2,7,2,Male,42,7,2.766666667,2,80,1
2,8,2,Male,42,7,2.766666667,2,80,1
2,9,2,Male,42,7,2.766666667,2,80,1
2,10,2,Male,42,7,2.766666667,2,80,1
2,11,2,Male,42,7,2.766666667,2,80,1
2,12,2,Male,42,7,2.766666667,2,80,1
2,1,2,Male,46,7,0.916666667,2,80,0
2,2,2,Male,46,7,0.916666667,2,80,1
2,3,2,Male,46,7,0.916666667,2,80,1
2,4,2,Male,46,7,0.916666667,2,80,0
2,5,2,Male,46,7,0.916666667,2,80,1
2,6,2,Male,46,7,0.916666667,2,80,0
2,7,2,Male,46,7,0.916666667,2,80,1
2,8,2,Male,46,7,0.916666667,2,80,1
2,9,2,Male,46,7,0.916666667,2,80,0
2,10,2,Male,46,7,0.916666667,2,80,0
2,11,2,Male,46,7,0.916666667,2,80,1
2,12,2,Male,46,7,0.916666667,2,80,1
2,1,2,Male,31,7,0.55,2,80,0
2,2,2,Male,31,7,0.55,2,80,1
2,3,2,Male,31,7,0.55,2,80,0
2,4,2,Male,31,7,0.55,2,80,0
2,5,2,Male,31,7,0.55,2,80,0
2,6,2,Male,31,7,0.55,2,80,1
2,7,2,Male,31,7,0.55,2,80,1
2,8,2,Male,31,7,0.55,2,80,1
2,9,2,Male,31,7,0.55,2,80,0
2,10,2,Male,31,7,0.55,2,80,0
2,11,2,Male,31,7,0.55,2,80,1
2,12,2,Male,31,7,0.55,2,80,0
5,1,2,Female,47,5,1.8,2,75,0
5,2,2,Female,47,5,1.8,2,75,1
5,3,1,Female,47,5,1.8,2,75,1
5,4,2,Female,47,5,1.8,2,75,0
5,5,2,Female,47,5,1.8,2,75,0
5,6,1,Female,47,5,1.8,2,75,1
5,7,2,Female,47,5,1.8,2,75,0
5,8,2,Female,47,5,1.8,2,75,1
5,9,1,Female,47,5,1.8,2,75,1
5,10,2,Female,47,5,1.8,2,75,0
5,11,1,Female,47,5,1.8,2,75,0
5,12,2,Female,47,5,1.8,2,75,0
5,1,2,Female,31,5,1.483333333,2,75,1
5,2,2,Female,31,5,1.483333333,2,75,1
5,3,1,Female,31,5,1.483333333,2,75,1
5,4,2,Female,31,5,1.483333333,2,75,1
5,5,2,Female,31,5,1.483333333,2,75,1
5,6,1,Female,31,5,1.483333333,2,75,1
5,7,2,Female,31,5,1.483333333,2,75,1
5,8,2,Female,31,5,1.483333333,2,75,1
5,9,1,Female,31,5,1.483333333,2,75,1
5,10,2,Female,31,5,1.483333333,2,75,1
5,11,1,Female,31,5,1.483333333,2,75,1
5,12,2,Female,31,5,1.483333333,2,75,1
5,1,2,Female,64,5,1.55,2,75,1
5,2,2,Female,64,5,1.55,2,75,1
5,3,1,Female,64,5,1.55,2,75,1
5,4,2,Female,64,5,1.55,2,75,1
5,5,2,Female,64,5,1.55,2,75,1
5,6,1,Female,64,5,1.55,2,75,1
5,7,2,Female,64,5,1.55,2,75,1
5,8,2,Female,64,5,1.55,2,75,1
5,9,1,Female,64,5,1.55,2,75,1
5,10,2,Female,64,5,1.55,2,75,1
5,11,1,Female,64,5,1.55,2,75,1
5,12,2,Female,64,5,1.55,2,75,1
5,1,2,Male,36,5,1.183333333,2,75,1
5,2,2,Male,36,5,1.183333333,2,75,1
5,3,1,Male,36,5,1.183333333,2,75,1
5,4,2,Male,36,5,1.183333333,2,75,1
5,5,2,Male,36,5,1.183333333,2,75,1
5,6,1,Male,36,5,1.183333333,2,75,1
5,7,2,Male,36,5,1.183333333,2,75,1
5,8,2,Male,36,5,1.183333333,2,75,1
5,9,1,Male,36,5,1.183333333,2,75,1
5,10,2,Male,36,5,1.183333333,2,75,1
5,11,1,Male,36,5,1.183333333,2,75,1
5,12,2,Male,36,5,1.183333333,2,75,1
5,1,2,Male,43,5,0.75,2,75,1
5,2,2,Male,43,5,0.75,2,75,1
5,3,1,Male,43,5,0.75,2,75,1
5,4,2,Male,43,5,0.75,2,75,1
5,5,2,Male,43,5,0.75,2,75,1
5,6,1,Male,43,5,0.75,2,75,1
5,7,2,Male,43,5,0.75,2,75,1
5,8,2,Male,43,5,0.75,2,75,1
5,9,1,Male,43,5,0.75,2,75,1
5,10,2,Male,43,5,0.75,2,75,1
5,11,1,Male,43,5,0.75,2,75,1
5,12,2,Male,43,5,0.75,2,75,1
5,1,2,Male,48,5,1.466666667,2,75,0
5,2,2,Male,48,5,1.466666667,2,75,1
5,3,1,Male,48,5,1.466666667,2,75,1
5,4,2,Male,48,5,1.466666667,2,75,1
5,5,2,Male,48,5,1.466666667,2,75,0
5,6,1,Male,48,5,1.466666667,2,75,0
5,7,2,Male,48,5,1.466666667,2,75,0
5,8,2,Male,48,5,1.466666667,2,75,1
5,9,1,Male,48,5,1.466666667,2,75,1
5,10,2,Male,48,5,1.466666667,2,75,0
5,11,1,Male,48,5,1.466666667,2,75,0
5,12,2,Male,48,5,1.466666667,2,75,0
5,1,2,Male,33,5,0.766666667,2,75,0
5,2,2,Male,33,5,0.766666667,2,75,1
5,3,1,Male,33,5,0.766666667,2,75,1
5,4,2,Male,33,5,0.766666667,2,75,0
5,5,2,Male,33,5,0.766666667,2,75,0
5,6,1,Male,33,5,0.766666667,2,75,1
5,7,2,Male,33,5,0.766666667,2,75,0
5,8,2,Male,33,5,0.766666667,2,75,1
5,9,1,Male,33,5,0.766666667,2,75,1
5,10,2,Male,33,5,0.766666667,2,75,0
5,11,1,Male,33,5,0.766666667,2,75,1
5,12,2,Male,33,5,0.766666667,2,75,0
5,1,2,Female,47,5,2.216666667,2,75,1
5,2,2,Female,47,5,2.216666667,2,75,1
5,3,1,Female,47,5,2.216666667,2,75,1
5,4,2,Female,47,5,2.216666667,2,75,1
5,5,2,Female,47,5,2.216666667,2,75,0
5,6,1,Female,47,5,2.216666667,2,75,1
5,7,2,Female,47,5,2.216666667,2,75,1
5,8,2,Female,47,5,2.216666667,2,75,1
5,9,1,Female,47,5,2.216666667,2,75,1
5,10,2,Female,47,5,2.216666667,2,75,1
5,11,1,Female,47,5,2.216666667,2,75,1
5,12,2,Female,47,5,2.216666667,2,75,1
5,1,2,Female,36,5,3.1,2,75,0
5,2,2,Female,36,5,3.1,2,75,1
5,3,1,Female,36,5,3.1,2,75,1
5,4,2,Female,36,5,3.1,2,75,1
5,5,2,Female,36,5,3.1,2,75,1
5,6,1,Female,36,5,3.1,2,75,1
5,7,2,Female,36,5,3.1,2,75,1
5,8,2,Female,36,5,3.1,2,75,1
5,9,1,Female,36,5,3.1,2,75,1
5,10,2,Female,36,5,3.1,2,75,0
5,11,1,Female,36,5,3.1,2,75,1
5,12,2,Female,36,5,3.1,2,75,1
5,1,2,Female,45,5,1.8,2,75,1
5,2,2,Female,45,5,1.8,2,75,1
5,3,1,Female,45,5,1.8,2,75,1
5,4,2,Female,45,5,1.8,2,75,1
5,5,2,Female,45,5,1.8,2,75,1
5,6,1,Female,45,5,1.8,2,75,1
5,7,2,Female,45,5,1.8,2,75,1
5,8,2,Female,45,5,1.8,2,75,1
5,9,1,Female,45,5,1.8,2,75,1
5,10,2,Female,45,5,1.8,2,75,1
5,11,1,Female,45,5,1.8,2,75,1
5,12,2,Female,45,5,1.8,2,75,1
5,1,2,Male,54,5,2.2,2,75,1
5,2,2,Male,54,5,2.2,2,75,1
5,3,1,Male,54,5,2.2,2,75,1
5,4,2,Male,54,5,2.2,2,75,1
5,5,2,Male,54,5,2.2,2,75,1
5,6,1,Male,54,5,2.2,2,75,1
5,7,2,Male,54,5,2.2,2,75,1
5,8,2,Male,54,5,2.2,2,75,1
5,9,1,Male,54,5,2.2,2,75,1
5,10,2,Male,54,5,2.2,2,75,1
5,11,1,Male,54,5,2.2,2,75,1
5,12,2,Male,54,5,2.2,2,75,1
5,1,2,Male,29,5,0.466666667,2,75,0
5,2,2,Male,29,5,0.466666667,2,75,0
5,3,1,Male,29,5,0.466666667,2,75,1
5,4,2,Male,29,5,0.466666667,2,75,1
5,5,2,Male,29,5,0.466666667,2,75,0
5,6,1,Male,29,5,0.466666667,2,75,1
5,7,2,Male,29,5,0.466666667,2,75,1
5,8,2,Male,29,5,0.466666667,2,75,1
5,9,1,Male,29,5,0.466666667,2,75,0
5,10,2,Male,29,5,0.466666667,2,75,0
5,11,1,Male,29,5,0.466666667,2,75,0
5,12,2,Male,29,5,0.466666667,2,75,1
5,1,2,Female,45,5,2.033333333,2,75,1
5,2,2,Female,45,5,2.033333333,2,75,1
5,3,1,Female,45,5,2.033333333,2,75,1
5,4,2,Female,45,5,2.033333333,2,75,1
5,5,2,Female,45,5,2.033333333,2,75,1
5,6,1,Female,45,5,2.033333333,2,75,1
5,7,2,Female,45,5,2.033333333,2,75,1
5,8,2,Female,45,5,2.033333333,2,75,1
5,9,1,Female,45,5,2.033333333,2,75,1
5,10,2,Female,45,5,2.033333333,2,75,1
5,11,1,Female,45,5,2.033333333,2,75,0
5,12,2,Female,45,5,2.033333333,2,75,1
5,1,2,Female,30,5,1.016666667,2,75,1
5,2,2,Female,30,5,1.016666667,2,75,1
5,3,1,Female,30,5,1.016666667,2,75,1
5,4,2,Female,30,5,1.016666667,2,75,1
5,5,2,Female,30,5,1.016666667,2,75,1
5,6,1,Female,30,5,1.016666667,2,75,1
5,7,2,Female,30,5,1.016666667,2,75,1
5,8,2,Female,30,5,1.016666667,2,75,1
5,9,1,Female,30,5,1.016666667,2,75,1
5,10,2,Female,30,5,1.016666667,2,75,1
5,11,1,Female,30,5,1.016666667,2,75,1
5,12,2,Female,30,5,1.016666667,2,75,1
5,1,2,Male,33,5,4.316666667,2,75,1
5,2,2,Male,33,5,4.316666667,2,75,1
5,3,1,Male,33,5,4.316666667,2,75,1
5,4,2,Male,33,5,4.316666667,2,75,1
5,5,2,Male,33,5,4.316666667,2,75,1
5,6,1,Male,33,5,4.316666667,2,75,1
5,7,2,Male,33,5,4.316666667,2,75,1
5,8,2,Male,33,5,4.316666667,2,75,1
5,9,1,Male,33,5,4.316666667,2,75,1
5,10,2,Male,33,5,4.316666667,2,75,1
5,11,1,Male,33,5,4.316666667,2,75,1
5,12,2,Male,33,5,4.316666667,2,75,1
5,1,2,Female,37,5,3.066666667,2,75,0
5,2,2,Female,37,5,3.066666667,2,75,0
5,3,1,Female,37,5,3.066666667,2,75,1
5,4,2,Female,37,5,3.066666667,2,75,1
5,5,2,Female,37,5,3.066666667,2,75,1
5,6,1,Female,37,5,3.066666667,2,75,1
5,7,2,Female,37,5,3.066666667,2,75,1
5,8,2,Female,37,5,3.066666667,2,75,1
5,9,1,Female,37,5,3.066666667,2,75,1
5,10,2,Female,37,5,3.066666667,2,75,0
5,11,1,Female,37,5,3.066666667,2,75,1
5,12,2,Female,37,5,3.066666667,2,75,1
5,1,2,Female,46,5,2,2,75,1
5,2,2,Female,46,5,2,2,75,1
5,3,1,Female,46,5,2,2,75,1
5,4,2,Female,46,5,2,2,75,1
5,5,2,Female,46,5,2,2,75,1
5,6,1,Female,46,5,2,2,75,1
5,7,2,Female,46,5,2,2,75,1
5,8,2,Female,46,5,2,2,75,1
5,9,1,Female,46,5,2,2,75,1
5,10,2,Female,46,5,2,2,75,1
5,11,1,Female,46,5,2,2,75,1
5,12,2,Female,46,5,2,2,75,1
5,1,2,Female,28,5,0.9,2,75,1
5,2,2,Female,28,5,0.9,2,75,1
5,3,1,Female,28,5,0.9,2,75,1
5,4,2,Female,28,5,0.9,2,75,1
5,5,2,Female,28,5,0.9,2,75,1
5,6,1,Female,28,5,0.9,2,75,1
5,7,2,Female,28,5,0.9,2,75,1
5,8,2,Female,28,5,0.9,2,75,1
5,9,1,Female,28,5,0.9,2,75,1
5,10,2,Female,28,5,0.9,2,75,1
5,11,1,Female,28,5,0.9,2,75,1
5,12,2,Female,28,5,0.9,2,75,1
5,1,2,Male,43,5,2.083333333,2,75,1
5,2,2,Male,43,5,2.083333333,2,75,1
5,3,1,Male,43,5,2.083333333,2,75,1
5,4,2,Male,43,5,2.083333333,2,75,1
5,5,2,Male,43,5,2.083333333,2,75,1
5,6,1,Male,43,5,2.083333333,2,75,1
5,7,2,Male,43,5,2.083333333,2,75,1
5,8,2,Male,43,5,2.083333333,2,75,1
5,9,1,Male,43,5,2.083333333,2,75,1
5,10,2,Male,43,5,2.083333333,2,75,1
5,11,1,Male,43,5,2.083333333,2,75,1
5,12,2,Male,43,5,2.083333333,2,75,1
5,1,2,Female,37,5,1.35,2,75,1
5,2,2,Female,37,5,1.35,2,75,1
5,3,1,Female,37,5,1.35,2,75,1
5,4,2,Female,37,5,1.35,2,75,1
5,5,2,Female,37,5,1.35,2,75,1
5,6,1,Female,37,5,1.35,2,75,1
5,7,2,Female,37,5,1.35,2,75,1
5,8,2,Female,37,5,1.35,2,75,1
5,9,1,Female,37,5,1.35,2,75,1
5,10,2,Female,37,5,1.35,2,75,1
5,11,1,Female,37,5,1.35,2,75,1
5,12,2,Female,37,5,1.35,2,75,1
5,1,2,Female,46,5,1.483333333,2,75,1
5,2,2,Female,46,5,1.483333333,2,75,1
5,3,1,Female,46,5,1.483333333,2,75,1
5,4,2,Female,46,5,1.483333333,2,75,1
5,5,2,Female,46,5,1.483333333,2,75,1
5,6,1,Female,46,5,1.483333333,2,75,1
5,7,2,Female,46,5,1.483333333,2,75,1
5,8,2,Female,46,5,1.483333333,2,75,1
5,9,1,Female,46,5,1.483333333,2,75,1
5,10,2,Female,46,5,1.483333333,2,75,1
5,11,1,Female,46,5,1.483333333,2,75,1
5,12,2,Female,46,5,1.483333333,2,75,1
5,1,2,Female,29,5,0.516666667,2,75,0
5,2,2,Female,29,5,0.516666667,2,75,1
5,3,1,Female,29,5,0.516666667,2,75,1
5,4,2,Female,29,5,0.516666667,2,75,1
5,5,2,Female,29,5,0.516666667,2,75,0
5,6,1,Female,29,5,0.516666667,2,75,1
5,7,2,Female,29,5,0.516666667,2,75,1
5,8,2,Female,29,5,0.516666667,2,75,1
5,9,1,Female,29,5,0.516666667,2,75,1
5,10,2,Female,29,5,0.516666667,2,75,0
5,11,1,Female,29,5,0.516666667,2,75,0
5,12,2,Female,29,5,0.516666667,2,75,0
5,1,2,Female,37,5,0.516666667,2,75,0
5,2,2,Female,37,5,0.516666667,2,75,1
5,3,1,Female,37,5,0.516666667,2,75,1
5,4,2,Female,37,5,0.516666667,2,75,1
5,5,2,Female,37,5,0.516666667,2,75,1
5,6,1,Female,37,5,0.516666667,2,75,1
5,7,2,Female,37,5,0.516666667,2,75,1
5,8,2,Female,37,5,0.516666667,2,75,1
5,9,1,Female,37,5,0.516666667,2,75,1
5,10,2,Female,37,5,0.516666667,2,75,0
5,11,1,Female,37,5,0.516666667,2,75,1
5,12,2,Female,37,5,0.516666667,2,75,1
5,1,2,Female,31,5,2.3,2,75,0
5,2,2,Female,31,5,2.3,2,75,1
5,3,1,Female,31,5,2.3,2,75,1
5,4,2,Female,31,5,2.3,2,75,1
5,5,2,Female,31,5,2.3,2,75,1
5,6,1,Female,31,5,2.3,2,75,1
5,7,2,Female,31,5,2.3,2,75,1
5,8,2,Female,31,5,2.3,2,75,1
5,9,1,Female,31,5,2.3,2,75,1
5,10,2,Female,31,5,2.3,2,75,1
5,11,1,Female,31,5,2.3,2,75,1
5,12,2,Female,31,5,2.3,2,75,1
4,1,1,Female,44,4,2.133333333,2,68,1
4,2,1,Female,44,4,2.133333333,2,68,1
4,3,2,Female,44,4,2.133333333,2,68,0
4,4,1,Female,44,4,2.133333333,2,68,1
4,5,1,Female,44,4,2.133333333,2,68,1
4,6,2,Female,44,4,2.133333333,2,68,0
4,7,1,Female,44,4,2.133333333,2,68,1
4,8,1,Female,44,4,2.133333333,2,68,1
4,9,2,Female,44,4,2.133333333,2,68,0
4,10,1,Female,44,4,2.133333333,2,68,1
4,11,2,Female,44,4,2.133333333,2,68,0
4,12,1,Female,44,4,2.133333333,2,68,1
4,1,1,Male,32,4,1.666666667,2,68,1
4,2,1,Male,32,4,1.666666667,2,68,1
4,3,2,Male,32,4,1.666666667,2,68,1
4,4,1,Male,32,4,1.666666667,2,68,1
4,5,1,Male,32,4,1.666666667,2,68,1
4,6,2,Male,32,4,1.666666667,2,68,1
4,7,1,Male,32,4,1.666666667,2,68,1
4,8,1,Male,32,4,1.666666667,2,68,1
4,9,2,Male,32,4,1.666666667,2,68,1
4,10,1,Male,32,4,1.666666667,2,68,1
4,11,2,Male,32,4,1.666666667,2,68,1
4,12,1,Male,32,4,1.666666667,2,68,1
4,1,1,Female,25,4,0.433333333,2,68,1
4,2,1,Female,25,4,0.433333333,2,68,1
4,3,2,Female,25,4,0.433333333,2,68,1
4,4,1,Female,25,4,0.433333333,2,68,1
4,5,1,Female,25,4,0.433333333,2,68,1
4,6,2,Female,25,4,0.433333333,2,68,0
4,7,1,Female,25,4,0.433333333,2,68,1
4,8,1,Female,25,4,0.433333333,2,68,1
4,9,2,Female,25,4,0.433333333,2,68,1
4,10,1,Female,25,4,0.433333333,2,68,1
4,11,2,Female,25,4,0.433333333,2,68,1
4,12,1,Female,25,4,0.433333333,2,68,0
4,1,1,Male,31,4,1.533333333,2,68,1
4,2,1,Male,31,4,1.533333333,2,68,1
4,3,2,Male,31,4,1.533333333,2,68,1
4,4,1,Male,31,4,1.533333333,2,68,1
4,5,1,Male,31,4,1.533333333,2,68,1
4,6,2,Male,31,4,1.533333333,2,68,1
4,7,1,Male,31,4,1.533333333,2,68,1
4,8,1,Male,31,4,1.533333333,2,68,1
4,9,2,Male,31,4,1.533333333,2,68,1
4,10,1,Male,31,4,1.533333333,2,68,1
4,11,2,Male,31,4,1.533333333,2,68,1
4,12,1,Male,31,4,1.533333333,2,68,1
4,1,1,Female,63,4,1.916666667,2,68,1
4,2,1,Female,63,4,1.916666667,2,68,1
4,3,2,Female,63,4,1.916666667,2,68,1
4,4,1,Female,63,4,1.916666667,2,68,1
4,5,1,Female,63,4,1.916666667,2,68,1
4,6,2,Female,63,4,1.916666667,2,68,1
4,7,1,Female,63,4,1.916666667,2,68,1
4,8,1,Female,63,4,1.916666667,2,68,1
4,9,2,Female,63,4,1.916666667,2,68,1
4,10,1,Female,63,4,1.916666667,2,68,1
4,11,2,Female,63,4,1.916666667,2,68,1
4,12,1,Female,63,4,1.916666667,2,68,1
4,1,1,Female,48,4,1.266666667,2,68,1
